1.000000e+00 -2.205409e+02 
1.047129e+00 -2.160326e+02 
1.096478e+00 -2.384259e+02 
1.148154e+00 -2.264409e+02 
1.202264e+00 -2.306686e+02 
1.258925e+00 -2.294949e+02 
1.318257e+00 -2.168741e+02 
1.380384e+00 -2.179441e+02 
1.445440e+00 -2.193557e+02 
1.513561e+00 -2.181699e+02 
1.584893e+00 -2.201112e+02 
1.659587e+00 -2.247454e+02 
1.737801e+00 -2.450337e+02 
1.819701e+00 -2.139403e+02 
1.905461e+00 -2.218654e+02 
1.995262e+00 -2.246580e+02 
2.089296e+00 -2.393811e+02 
2.187762e+00 -2.240283e+02 
2.290868e+00 -2.204376e+02 
2.398833e+00 -2.440612e+02 
2.511886e+00 -2.259850e+02 
2.630268e+00 -2.196170e+02 
2.754229e+00 -2.322115e+02 
2.884032e+00 -2.182165e+02 
3.019952e+00 -2.334374e+02 
3.162278e+00 -2.236293e+02 
3.311311e+00 -2.179884e+02 
3.467369e+00 -2.393400e+02 
3.630781e+00 -2.305887e+02 
3.801894e+00 -2.494891e+02 
3.981072e+00 -2.206630e+02 
4.168694e+00 -2.302684e+02 
4.365158e+00 -2.242734e+02 
4.570882e+00 -2.525103e+02 
4.786301e+00 -2.175996e+02 
5.011872e+00 -2.222234e+02 
5.248075e+00 -2.304696e+02 
5.495409e+00 -2.227388e+02 
5.754399e+00 -2.224394e+02 
6.025596e+00 -2.210135e+02 
6.309573e+00 -2.220554e+02 
6.606934e+00 -2.188835e+02 
6.918310e+00 -2.384132e+02 
7.244360e+00 -2.356028e+02 
7.585776e+00 -2.359490e+02 
7.943282e+00 -2.272293e+02 
8.317638e+00 -2.293103e+02 
8.709636e+00 -2.267488e+02 
9.120108e+00 -2.221174e+02 
9.549926e+00 -2.215721e+02 
1.000000e+01 -2.306630e+02 
1.047129e+01 -2.382595e+02 
1.096478e+01 -2.281707e+02 
1.148154e+01 -2.263084e+02 
1.202264e+01 -2.286612e+02 
1.258925e+01 -2.270087e+02 
1.318257e+01 -2.193128e+02 
1.380384e+01 -2.244335e+02 
1.445440e+01 -2.297027e+02 
1.513561e+01 -2.243640e+02 
1.584893e+01 -2.196380e+02 
1.659587e+01 -2.433144e+02 
1.737801e+01 -2.320753e+02 
1.819701e+01 -2.160564e+02 
1.905461e+01 -2.182014e+02 
1.995262e+01 -2.266621e+02 
2.089296e+01 -2.330021e+02 
2.187762e+01 -2.207804e+02 
2.290868e+01 -2.202100e+02 
2.398833e+01 -2.184345e+02 
2.511886e+01 -2.226630e+02 
2.630268e+01 -2.132513e+02 
2.754229e+01 -2.219306e+02 
2.884032e+01 -2.242377e+02 
3.019952e+01 -2.239154e+02 
3.162278e+01 -2.184305e+02 
3.311311e+01 -2.243599e+02 
3.467369e+01 -2.188053e+02 
3.630781e+01 -2.247450e+02 
3.801894e+01 -2.325875e+02 
3.981072e+01 -2.461006e+02 
4.168694e+01 -2.207142e+02 
4.365158e+01 -2.278612e+02 
4.570882e+01 -2.197104e+02 
4.786301e+01 -2.335420e+02 
